Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Murillo",March 2015,"$1,231K",10.9%,-1.1%,1,-50%,-80%,8,166.7%,-11.1%,6,200%,0%,76,-36,11,94.7%,-0.7%,-6.7%
"San Jose, CA - Murillo",April 2015,"$1,200K",-2.5%,-3.2%,3,200%,-66.7%,12,50%,20%,5,-16.7%,150%,7,-69,-24,107.1%,12.4%,6.5%
"San Jose, CA - Murillo",May 2015,"$1,251K",4.3%,6%,7,133.3%,-30%,15,25%,-6.3%,4,-20%,-20%,8,1,-14,104.4%,-2.7%,2.8%
"San Jose, CA - Murillo",June 2015,"$1,226K",-2%,2%,10,42.9%,-23.1%,16,6.7%,0%,5,25%,25%,8,-1,-6,104.5%,0.1%,2.9%
"San Jose, CA - Murillo",July 2015,"$1,310K",6.9%,13.2%,13,30%,-18.8%,19,18.8%,-5%,10,100%,100%,13,6,2,103.6%,-0.9%,1%
"San Jose, CA - Murillo",August 2015,"$1,180K",-9.9%,-4.1%,12,-7.7%,-29.4%,17,-10.5%,41.7%,9,-10%,200%,14,1,2,104.2%,0.6%,2.3%
"San Jose, CA - Murillo",September 2015,"$1,154K",-2.2%,-3.1%,12,0%,-7.7%,13,-23.5%,85.7%,7,-22.2%,250%,15,2,3,103.1%,-1.1%,1.8%
"San Jose, CA - Murillo",October 2015,"$1,015K",-12%,-23%,10,-16.7%,66.7%,8,-38.5%,33.3%,5,-28.6%,0%,30,15,7,100%,-3.1%,2.1%
"San Jose, CA - Murillo",November 2015,"$1,269K",25%,9.4%,10,0%,233.3%,8,0%,60%,4,-20%,-20%,37,7,16,98.6%,-1.4%,-1.9%
"San Jose, CA - Murillo",December 2015,"$1,345K",6%,35.9%,8,-20%,166.7%,6,-25%,20%,4,0%,0%,57,21,-8,97.1%,-1.5%,-1.5%
"San Jose, CA - Murillo",January 2016,"$1,308K",-2.8%,32.1%,6,-25%,100%,3,-50%,50%,4,0%,0%,48,-9,-28,99.1%,2.1%,-1.3%
"San Jose, CA - Murillo",February 2016,"$1,280K",-2.1%,15.3%,3,-50%,50%,1,-66.7%,-66.7%,4,0%,100%,41,-7,-71,98.5%,-0.7%,3%
"San Jose, CA - Murillo",March 2016,"$1,220K",-4.7%,-0.9%,3,0%,200%,1,0%,-87.5%,1,-75%,-83.3%,41,0,-35,100.4%,1.9%,5.7%
"San Jose, CA - Murillo",April 2016,"$1,515K",24.2%,26.3%,2,-33.3%,-33.3%,5,400%,-58.3%,4,300%,-20%,67,26,60,102.1%,1.7%,-5%
"San Jose, CA - Murillo",May 2016,"$1,220K",-19.5%,-2.5%,3,50%,-57.1%,9,80%,-40%,6,50%,50%,16,-51,8,102.2%,0.1%,-2.3%
"San Jose, CA - Murillo",June 2016,"$1,310K",7.4%,6.9%,7,133.3%,-30%,15,66.7%,-6.3%,6,0%,20%,18,2,11,100.1%,-2%,-4.4%
"San Jose, CA - Murillo",July 2016,"$1,315K",0.4%,0.4%,12,71.4%,-7.7%,15,0%,-21.1%,5,-16.7%,-50%,27,9,14,98.8%,-1.3%,-4.8%
"San Jose, CA - Murillo",August 2016,"$1,315K",0%,11.4%,12,0%,0%,11,-26.7%,-35.3%,4,-20%,-55.6%,27,0,14,98.8%,0%,-5.4%
"San Jose, CA - Murillo",September 2016,"$1,315K",0%,14%,8,-33.3%,-33.3%,9,-18.2%,-30.8%,6,50%,-14.3%,30,3,15,99.6%,0.8%,-3.5%
"San Jose, CA - Murillo",October 2016,"$1,300K",-1.1%,28.1%,5,-37.5%,-50%,8,-11.1%,0%,8,33.3%,60%,16,-14,-14,101.9%,2.3%,1.9%
"San Jose, CA - Murillo",November 2016,"$1,065K",-18.1%,-16%,7,40%,-30%,7,-12.5%,-12.5%,2,-75%,-50%,47,31,11,101.3%,-0.6%,2.7%
"San Jose, CA - Murillo",December 2016,"$1,235K",16%,-8.2%,8,14.3%,0%,3,-57.1%,-50%,2,0%,-50%,35,-12,-22,100.6%,-0.7%,3.5%
"San Jose, CA - Noddin",January 2012,$878K,3.2%,49.4%,10,-9.1%,-16.7%,7,0%,-46.2%,8,33.3%,14.3%,46,33,1,99%,-0.7%,1.9%
"San Jose, CA - Noddin",February 2012,$890K,1.4%,36.2%,7,-30%,-41.7%,10,42.9%,-9.1%,9,12.5%,0%,72,27,13,99.6%,0.6%,3.1%
"San Jose, CA - Noddin",March 2012,$673K,-24.4%,2%,10,42.9%,25%,15,50%,-16.7%,9,0%,-25%,109,37,72,99.2%,-0.4%,3.9%
"San Jose, CA - Noddin",April 2012,$670K,-0.4%,0.4%,12,20%,-7.7%,17,13.3%,-10.5%,5,-44.4%,-61.5%,28,-81,-9,100.3%,1.1%,2.8%
"San Jose, CA - Noddin",May 2012,$604K,-9.9%,-9.6%,19,58.3%,58.3%,17,0%,-22.7%,3,-40%,-76.9%,28,0,12,100.6%,0.3%,2.6%
"San Jose, CA - Noddin",June 2012,$680K,12.6%,3.8%,19,0%,11.8%,14,-17.6%,-41.7%,3,0%,-81.3%,13,-15,-19,101%,0.4%,2.2%
"San Jose, CA - Noddin",July 2012,$677K,-0.5%,7.8%,15,-21.1%,-6.3%,19,35.7%,-13.6%,7,133.3%,-46.2%,13,0,-18,101.1%,0%,1.9%
"San Jose, CA - Noddin",August 2012,$691K,2.1%,11.5%,11,-26.7%,-47.6%,14,-26.3%,-39.1%,3,-57.1%,-81.3%,11,-2,-17,102.1%,1.1%,2.7%
"San Jose, CA - Noddin",September 2012,$673K,-2.6%,10.3%,12,9.1%,-33.3%,18,28.6%,5.9%,2,-33.3%,-88.9%,13,2,-9,104.7%,2.6%,5%
"San Jose, CA - Noddin",October 2012,$738K,9.7%,10.1%,18,50%,28.6%,8,-55.6%,-46.7%,2,0%,-85.7%,13,0,-1,104.9%,0.2%,4.9%
"San Jose, CA - Noddin",November 2012,$764K,3.5%,6.9%,14,-22.2%,27.3%,7,-12.5%,-41.7%,2,0%,-83.3%,13,0,-1,105.3%,0.4%,5.4%
"San Jose, CA - Noddin",December 2012,$760K,-0.5%,-10.6%,7,-50%,-36.4%,1,-85.7%,-85.7%,2,0%,-66.7%,14,2,1,104.8%,-0.5%,5.1%
"San Jose, CA - Noddin",January 2013,$785K,3.3%,-10.5%,5,-28.6%,-50%,4,300%,-42.9%,1,-50%,-87.5%,8,-6,-38,100.7%,-4%,1.7%
"San Jose, CA - Noddin",February 2013,$785K,0%,-11.8%,5,0%,-28.6%,9,125%,-10%,4,300%,-55.6%,8,0,-64,99.2%,-1.5%,-0.4%
"San Jose, CA - Noddin",March 2013,$825K,5.1%,22.6%,9,80%,-10%,12,33.3%,-20%,4,0%,-55.6%,9,1,-100,103.7%,4.5%,4.5%
"San Jose, CA - Noddin",April 2013,$857K,3.8%,27.8%,7,-22.2%,-41.7%,17,41.7%,0%,5,25%,0%,11,2,-17,108.4%,4.7%,8.1%
"San Jose, CA - Noddin",May 2013,$858K,0.2%,42.1%,12,71.4%,-36.8%,18,5.9%,5.9%,6,20%,100%,9,-2,-19,109.5%,1.1%,8.9%
"San Jose, CA - Noddin",June 2013,$835K,-2.7%,22.8%,14,16.7%,-26.3%,20,11.1%,42.9%,10,66.7%,233.3%,9,0,-4,109.5%,0%,8.4%
"San Jose, CA - Noddin",July 2013,$828K,-0.9%,22.3%,14,0%,-6.7%,19,-5%,0%,9,-10%,28.6%,10,1,-3,108%,-1.5%,6.9%
"San Jose, CA - Noddin",August 2013,$823K,-0.6%,19%,14,0%,27.3%,16,-15.8%,14.3%,8,-11.1%,166.7%,11,1,0,105.6%,-2.4%,3.5%
"San Jose, CA - Noddin",September 2013,$810K,-1.5%,20.4%,13,-7.1%,8.3%,23,43.8%,27.8%,13,62.5%,550%,22,11,10,102.2%,-3.4%,-2.5%
"San Jose, CA - Noddin",October 2013,$835K,3.1%,13.1%,19,46.2%,5.6%,17,-26.1%,112.5%,4,-69.2%,100%,24,2,12,102.8%,0.6%,-2.1%
"San Jose, CA - Noddin",November 2013,$835K,0%,9.3%,19,0%,35.7%,15,-11.8%,114.3%,2,-50%,0%,24,0,12,101.7%,-1.1%,-3.6%
"San Jose, CA - Noddin",December 2013,$836K,0.1%,10%,20,5.3%,185.7%,5,-66.7%,400%,1,-50%,-50%,22,-2,8,102.8%,1.1%,-2%
"San Jose, CA - Noddin",January 2014,$835K,-0.1%,6.4%,13,-35%,160%,9,80%,125%,3,200%,200%,11,-11,3,102.8%,0%,2.1%
"San Jose, CA - Noddin",February 2014,$849K,1.6%,8.1%,8,-38.5%,60%,12,33.3%,33.3%,5,66.7%,25%,10,-1,2,107.4%,4.6%,8.2%
"San Jose, CA - Noddin",March 2014,$880K,3.7%,6.7%,7,-12.5%,-22.2%,12,0%,0%,3,-40%,-25%,10,0,1,107.4%,0%,3.7%
"San Jose, CA - Noddin",April 2014,$880K,0%,2.7%,11,57.1%,57.1%,16,33.3%,-5.9%,5,66.7%,0%,11,1,0,105.9%,-1.5%,-2.5%
"San Jose, CA - Noddin",May 2014,$890K,1.1%,3.7%,15,36.4%,25%,21,31.3%,16.7%,9,80%,50%,11,0,2,104.9%,-1%,-4.6%
"San Jose, CA - Noddin",June 2014,$893K,0.3%,6.9%,16,6.7%,14.3%,25,19%,25%,6,-33.3%,-40%,11,0,2,104.4%,-0.6%,-5.1%
"San Jose, CA - Noddin",July 2014,$900K,0.8%,8.8%,20,25%,42.9%,23,-8%,21.1%,4,-33.3%,-55.6%,12,1,2,107.4%,3%,-0.6%
"San Jose, CA - Noddin",August 2014,"$1,018K",13.1%,23.7%,22,10%,57.1%,18,-21.7%,12.5%,5,25%,-37.5%,11,-1,0,108.6%,1.2%,3%
"San Jose, CA - Noddin",September 2014,"$1,018K",0%,25.6%,18,-18.2%,38.5%,20,11.1%,-13%,8,60%,-38.5%,11,0,-11,110.1%,1.5%,8%
"San Jose, CA - Noddin",October 2014,"$1,015K",-0.2%,21.6%,17,-5.6%,-10.5%,18,-10%,5.9%,5,-37.5%,25%,12,1,-13,106.6%,-3.5%,3.8%
"San Jose, CA - Noddin",November 2014,$884K,-13%,5.8%,18,5.9%,-5.3%,16,-11.1%,6.7%,2,-60%,0%,17,5,-8,102.9%,-3.7%,1.2%
"San Jose, CA - Noddin",December 2014,$895K,1.3%,7.1%,21,16.7%,5%,9,-43.8%,80%,1,-50%,0%,18,2,-4,102.9%,0%,0.1%
"San Jose, CA - Noddin",January 2015,$860K,-3.9%,3%,13,-38.1%,0%,4,-55.6%,-55.6%,1,0%,-66.7%,26,8,15,102.1%,-0.8%,-0.7%
"San Jose, CA - Noddin",February 2015,$975K,13.4%,14.9%,5,-61.5%,-37.5%,7,75%,-41.7%,,,,34,8,24,104%,1.8%,-3.4%
"San Jose, CA - Noddin",March 2015,$911K,-6.6%,3.5%,6,20%,-14.3%,13,85.7%,8.3%,3,,0%,9,-25,-1,111.1%,7.2%,3.7%
"San Jose, CA - Noddin",April 2015,$991K,8.8%,12.6%,11,83.3%,0%,16,23.1%,0%,4,33.3%,-20%,9,0,-2,112.5%,1.3%,6.6%
"San Jose, CA - Noddin",May 2015,"$1,044K",5.3%,17.2%,14,27.3%,-6.7%,12,-25%,-42.9%,4,0%,-55.6%,9,-1,-3,114.5%,2.1%,9.6%
"San Jose, CA - Noddin",June 2015,"$1,088K",4.2%,21.8%,10,-28.6%,-37.5%,16,33.3%,-36%,11,175%,83.3%,8,-1,-3,116%,1.5%,11.6%
"San Jose, CA - Noddin",July 2015,"$1,083K",-0.5%,20.3%,14,40%,-30%,19,18.8%,-17.4%,5,-54.5%,25%,9,1,-3,110.3%,-5.7%,2.9%
"San Jose, CA - Noddin",August 2015,"$1,085K",0.2%,6.6%,17,21.4%,-22.7%,20,5.3%,11.1%,2,-60%,-60%,14,6,3,107.9%,-2.4%,-0.7%
"San Jose, CA - Noddin",September 2015,"$1,093K",0.7%,7.4%,18,5.9%,0%,12,-40%,-40%,3,50%,-62.5%,14,0,3,108%,0.1%,-2.2%
"San Jose, CA - Noddin",October 2015,"$1,100K",0.7%,8.4%,13,-27.8%,-23.5%,15,25%,-16.7%,7,133.3%,40%,21,7,9,108%,0%,1.4%
"San Jose, CA - Noddin",November 2015,"$1,004K",-8.8%,13.6%,12,-7.7%,-33.3%,13,-13.3%,-18.8%,2,-71.4%,0%,9,-12,-8,107.7%,-0.3%,4.8%
"San Jose, CA - Noddin",December 2015,"$1,004K",0%,12.1%,13,8.3%,-38.1%,13,0%,44.4%,2,0%,100%,21,12,3,105.5%,-2.2%,2.6%
"San Jose, CA - Noddin",January 2016,"$1,103K",9.9%,28.2%,12,-7.7%,-7.7%,5,-61.5%,25%,2,0%,100%,13,-8,-13,107.6%,2.1%,5.4%
"San Jose, CA - Noddin",February 2016,"$1,120K",1.6%,14.9%,7,-41.7%,40%,10,100%,42.9%,6,200%,,17,4,-17,106.7%,-0.9%,2.7%
"San Jose, CA - Noddin",March 2016,"$1,130K",0.9%,24%,6,-14.3%,0%,14,40%,7.7%,6,0%,100%,9,-8,0,107.9%,1.2%,-3.3%
"San Jose, CA - Noddin",April 2016,"$1,107K",-2.1%,11.7%,12,100%,9.1%,18,28.6%,12.5%,7,16.7%,75%,12,3,3,106%,-1.9%,-6.5%
"San Jose, CA - Noddin",May 2016,"$1,125K",1.7%,7.8%,13,8.3%,-7.1%,21,16.7%,75%,11,57.1%,175%,10,-2,2,106.4%,0.4%,-8.1%
"San Jose, CA - Noddin",June 2016,"$1,125K",0%,3.4%,20,53.8%,100%,23,9.5%,43.8%,12,9.1%,9.1%,15,5,7,105.3%,-1.1%,-10.7%
"San Jose, CA - Noddin",July 2016,"$1,155K",2.7%,6.7%,17,-15%,21.4%,26,13%,36.8%,11,-8.3%,120%,27,12,19,102.9%,-2.4%,-7.4%
"San Jose, CA - Noddin",August 2016,"$1,155K",0%,6.4%,20,17.6%,17.6%,23,-11.5%,15%,12,9.1%,500%,25,-2,11,102.4%,-0.5%,-5.5%
"San Jose, CA - Noddin",September 2016,"$1,154K",0%,5.6%,17,-15%,-5.6%,21,-8.7%,75%,10,-16.7%,233.3%,31,6,17,100.3%,-2.1%,-7.7%
"San Jose, CA - Noddin",October 2016,"$1,118K",-3.1%,1.6%,21,23.5%,61.5%,18,-14.3%,20%,5,-50%,-28.6%,45,15,25,100.5%,0.2%,-7.5%
"San Jose, CA - Noddin",November 2016,"$1,138K",1.7%,13.3%,22,4.8%,83.3%,13,-27.8%,0%,4,-20%,100%,44,-2,35,100.3%,-0.2%,-7.4%
"San Jose, CA - Noddin",December 2016,"$1,150K",1.1%,14.6%,17,-22.7%,30.8%,6,-53.8%,-53.8%,2,-50%,0%,45,2,24,101%,0.7%,-4.5%
"San Jose, CA - Norwood",January 2012,$538K,10.8%,-8.9%,6,500%,-33.3%,9,80%,0%,2,-33.3%,-33.3%,15,7,-32,99.6%,-0.4%,0.5%
"San Jose, CA - Norwood",February 2012,$545K,1.4%,-8.7%,9,50%,0%,11,22.2%,-8.3%,3,50%,-40%,15,0,-26,100.3%,0.6%,0.8%
"San Jose, CA - Norwood",March 2012,$538K,-1.4%,0%,10,11.1%,0%,10,-9.1%,-23.1%,,,,17,2,-1,100.2%,-0.1%,0.6%
"San Jose, CA - Norwood",April 2012,$469K,-12.7%,-4.7%,7,-30%,-30%,8,-20%,-20%,2,,-50%,15,-2,-5,101.3%,1.1%,0.6%
"San Jose, CA - Norwood",May 2012,$559K,19.2%,18.9%,7,0%,-36.4%,5,-37.5%,-37.5%,2,0%,-33.3%,28,13,5,100.5%,-0.8%,0.1%
"San Jose, CA - Norwood",June 2012,$619K,10.8%,22%,8,14.3%,-20%,7,40%,-30%,2,0%,-66.7%,13,-15,-18,100.8%,0.4%,0%
"San Jose, CA - Norwood",July 2012,$619K,0%,16.2%,8,0%,0%,6,-14.3%,-50%,2,0%,-77.8%,11,-2,-7,101.3%,0.4%,1.3%
"San Jose, CA - Norwood",August 2012,$640K,3.3%,7.7%,6,-25%,-25%,9,50%,-40%,2,0%,-75%,11,-1,-8,100.3%,-0.9%,0.3%
"San Jose, CA - Norwood",September 2012,$625K,-2.3%,5.8%,5,-16.7%,-50%,9,0%,-18.2%,4,100%,-33.3%,10,-1,-27,100.3%,0%,1.4%
"San Jose, CA - Norwood",October 2012,$625K,0%,5.8%,5,0%,-37.5%,11,22.2%,57.1%,3,-25%,-50%,7,-3,-46,98.9%,-1.5%,0.6%
"San Jose, CA - Norwood",November 2012,$633K,1.3%,10.6%,8,60%,33.3%,6,-45.5%,20%,2,-33.3%,-50%,11,4,-26,102.6%,3.7%,4.6%
"San Jose, CA - Norwood",December 2012,$731K,15.5%,50.7%,9,12.5%,800%,5,-16.7%,0%,2,0%,-33.3%,13,2,5,101.2%,-1.4%,1.2%
"San Jose, CA - Norwood",January 2013,$731K,0%,36%,7,-22.2%,16.7%,1,-80%,-88.9%,1,-50%,-50%,13,0,-2,101.4%,0.2%,1.8%
"San Jose, CA - Norwood",February 2013,$689K,-5.7%,26.4%,3,-57.1%,-66.7%,3,200%,-72.7%,3,200%,0%,49,36,34,97.6%,-3.8%,-2.7%
"San Jose, CA - Norwood",March 2013,$689K,0%,28.2%,1,-66.7%,-90%,2,-33.3%,-80%,1,-66.7%,,269,220,252,100%,2.4%,-0.2%
"San Jose, CA - Norwood",April 2013,$689K,0%,46.9%,3,200%,-57.1%,7,250%,-12.5%,4,300%,100%,15,-254,0,102.6%,2.6%,1.3%
"San Jose, CA - Norwood",May 2013,$825K,19.7%,47.6%,5,66.7%,-28.6%,8,14.3%,60%,4,0%,100%,15,0,-13,105%,2.4%,4.5%
"San Jose, CA - Norwood",June 2013,$685K,-17%,10.6%,7,40%,-12.5%,12,50%,71.4%,5,25%,150%,13,-2,0,105.1%,0.2%,4.3%
"San Jose, CA - Norwood",July 2013,$685K,0%,10.6%,9,28.6%,12.5%,8,-33.3%,33.3%,4,-20%,100%,9,-4,-2,106.8%,1.6%,5.5%
"San Jose, CA - Norwood",August 2013,$715K,4.4%,11.8%,10,11.1%,66.7%,8,0%,-11.1%,3,-25%,50%,9,0,-2,106.2%,-0.6%,5.8%
"San Jose, CA - Norwood",September 2013,$763K,6.7%,22.1%,8,-20%,60%,9,12.5%,0%,6,100%,50%,9,0,-1,106.3%,0.2%,6%
"San Jose, CA - Norwood",October 2013,$773K,1.3%,23.6%,8,0%,60%,11,22.2%,0%,3,-50%,0%,16,7,9,101.4%,-5%,2.5%
"San Jose, CA - Norwood",November 2013,$740K,-4.2%,16.9%,7,-12.5%,-12.5%,9,-18.2%,50%,2,-33.3%,0%,16,0,5,99.4%,-2%,-3.2%
"San Jose, CA - Norwood",December 2013,$755K,2%,3.2%,8,14.3%,-11.1%,5,-44.4%,0%,3,50%,50%,17,1,4,99.7%,0.4%,-1.5%
"San Jose, CA - Norwood",January 2014,$740K,-2%,1.2%,5,-37.5%,-28.6%,3,-40%,200%,3,0%,200%,17,1,4,102.2%,2.4%,0.7%
"San Jose, CA - Norwood",February 2014,$830K,12.2%,20.5%,3,-40%,0%,4,33.3%,33.3%,3,0%,0%,4,-13,-45,103.6%,1.4%,6%
"San Jose, CA - Norwood",March 2014,$721K,-13.1%,4.6%,4,33.3%,300%,5,25%,150%,1,-66.7%,0%,5,1,-265,106%,2.3%,6%
"San Jose, CA - Norwood",April 2014,$738K,2.3%,7%,4,0%,33.3%,5,0%,-28.6%,2,100%,-50%,6,1,-10,105.1%,-0.9%,2.5%
"San Jose, CA - Norwood",May 2014,$675K,-8.5%,-18.2%,3,-25%,-40%,8,60%,0%,2,0%,-50%,6,1,-9,106%,0.9%,1%
"San Jose, CA - Norwood",June 2014,$719K,6.4%,4.9%,6,100%,-14.3%,9,12.5%,-25%,2,0%,-60%,13,7,-1,101.2%,-4.7%,-3.9%
"San Jose, CA - Norwood",July 2014,$794K,10.5%,15.9%,7,16.7%,-22.2%,15,66.7%,87.5%,4,100%,0%,14,2,5,102.1%,0.8%,-4.7%
"San Jose, CA - Norwood",August 2014,$719K,-9.5%,0.5%,14,100%,40%,12,-20%,50%,5,25%,66.7%,11,-4,2,102.1%,0.1%,-4%
"San Jose, CA - Norwood",September 2014,$665K,-7.4%,-12.8%,9,-35.7%,12.5%,11,-8.3%,22.2%,7,40%,16.7%,10,-1,1,102.8%,0.6%,-3.5%
"San Jose, CA - Norwood",October 2014,$665K,0%,-13.9%,9,0%,12.5%,5,-54.5%,-54.5%,3,-57.1%,0%,11,1,-5,101.5%,-1.3%,0.1%
"San Jose, CA - Norwood",November 2014,$850K,27.7%,14.8%,2,-77.8%,-71.4%,6,20%,-33.3%,4,33.3%,100%,59,48,43,98.9%,-2.6%,-0.5%
"San Jose, CA - Norwood",December 2014,$800K,-5.8%,6%,5,150%,-37.5%,4,-33.3%,-20%,3,-25%,0%,43,-16,27,98.9%,0%,-0.8%
"San Jose, CA - Norwood",January 2015,$800K,0%,8.1%,3,-40%,-40%,3,-25%,0%,3,0%,0%,27,-16,10,98.9%,0%,-3.3%
"San Jose, CA - Norwood",February 2015,$800K,0%,-3.6%,3,0%,0%,,,,,,,27,0,23,98.9%,0%,-4.7%
"San Jose, CA - Norwood",March 2015,$996K,24.5%,38.1%,2,-33.3%,-50%,1,,-80%,,,,110,83,106,97.3%,-1.6%,-8.7%
"San Jose, CA - Norwood",April 2015,$950K,-4.6%,28.8%,3,50%,-25%,2,100%,-60%,1,,-50%,82,-28,77,100%,2.8%,-5.1%
"San Jose, CA - Norwood",May 2015,$940K,-1.1%,39.3%,4,33.3%,33.3%,5,150%,-37.5%,2,100%,0%,55,-27,49,101.9%,1.8%,-4.1%
"San Jose, CA - Norwood",June 2015,$778K,-17.2%,8.3%,4,0%,-33.3%,7,40%,-22.2%,4,100%,100%,14,-41,2,106%,4.1%,4.8%
"San Jose, CA - Norwood",July 2015,$778K,0%,-2%,4,0%,-42.9%,7,0%,-53.3%,1,-75%,-75%,23,9,9,104.6%,-1.4%,2.5%
"San Jose, CA - Norwood",August 2015,$766K,-1.6%,6.5%,5,25%,-64.3%,6,-14.3%,-50%,2,100%,-60%,17,-6,7,103.3%,-1.3%,1.1%
"San Jose, CA - Norwood",September 2015,$845K,10.4%,27.1%,4,-20%,-55.6%,5,-16.7%,-54.5%,4,100%,-42.9%,36,19,26,100.4%,-2.8%,-2.4%
"San Jose, CA - Norwood",October 2015,$766K,-9.4%,15.1%,5,25%,-44.4%,6,20%,20%,3,-25%,0%,42,6,31,101.4%,1%,-0.1%
"San Jose, CA - Norwood",November 2015,$821K,7.3%,-3.4%,5,0%,150%,5,-16.7%,-16.7%,3,0%,-25%,41,-1,-18,100.4%,-1%,1.5%
"San Jose, CA - Norwood",December 2015,$815K,-0.7%,1.9%,5,0%,0%,3,-40%,-25%,1,-66.7%,-66.7%,41,0,-2,101.1%,0.7%,2.2%
"San Jose, CA - Norwood",January 2016,$880K,7.9%,10%,4,-20%,33.3%,1,-66.7%,-66.7%,1,0%,-66.7%,42,1,15,99.7%,-1.4%,0.8%
"San Jose, CA - Norwood",February 2016,$948K,7.7%,18.4%,2,-50%,-33.3%,2,100%,,2,100%,,61,20,34,99.3%,-0.4%,0.4%
"San Jose, CA - Norwood",March 2016,"$1,008K",6.3%,1.2%,2,0%,0%,5,150%,400%,3,50%,,29,-32,-81,101.2%,1.9%,4%
"San Jose, CA - Norwood",April 2016,$935K,-7.2%,-1.6%,1,-50%,-66.7%,6,20%,200%,,,,16,-13,-66,103.9%,2.6%,3.9%
"San Jose, CA - Norwood",May 2016,$960K,2.7%,2.1%,5,400%,25%,7,16.7%,40%,1,,-50%,15,-1,-40,106.9%,3.1%,5.1%
"San Jose, CA - Norwood",June 2016,$960K,0%,23.4%,7,40%,75%,8,14.3%,14.3%,2,100%,-50%,15,0,1,109.4%,2.5%,3.4%
"San Jose, CA - Norwood",July 2016,$960K,0%,23.4%,9,28.6%,125%,11,37.5%,57.1%,3,50%,200%,12,-3,-11,108.5%,-0.9%,3.9%
"San Jose, CA - Norwood",August 2016,$943K,-1.8%,23.2%,6,-33.3%,20%,10,-9.1%,66.7%,4,33.3%,100%,10,-3,-8,107.7%,-0.8%,4.4%
"San Jose, CA - Norwood",September 2016,$780K,-17.3%,-7.7%,5,-16.7%,25%,8,-20%,60%,4,0%,0%,9,-1,-27,101%,-6.7%,0.6%
"San Jose, CA - Norwood",October 2016,$770K,-1.3%,0.6%,5,0%,0%,6,-25%,0%,4,0%,33.3%,33,24,-9,100.4%,-0.6%,-1.1%
"San Jose, CA - Norwood",November 2016,$855K,11%,4.1%,6,20%,20%,4,-33.3%,-20%,2,-50%,-33.3%,36,3,-6,102.1%,1.7%,1.6%
"San Jose, CA - Norwood",December 2016,$925K,8.2%,13.5%,7,16.7%,40%,2,-50%,-33.3%,,,,49,14,8,103.2%,1.1%,2%
"San Jose, CA - Notting Hill-Royal Crest",January 2012,$475K,-2.1%,-17%,4,-55.6%,-20%,2,-60%,-71.4%,1,-50%,-80%,21,3,-14,98.4%,-0.1%,-0.6%
"San Jose, CA - Notting Hill-Royal Crest",February 2012,$618K,30%,16.5%,2,-50%,-71.4%,4,100%,0%,2,100%,-33.3%,21,0,-18,100.2%,1.8%,1%
"San Jose, CA - Notting Hill-Royal Crest",March 2012,$413K,-33.2%,-22.2%,2,0%,-77.8%,6,50%,-25%,,,,68,47,17,92%,-8.2%,-5.9%
"San Jose, CA - Notting Hill-Royal Crest",April 2012,$526K,27.4%,-0.8%,6,200%,-53.8%,8,33.3%,-38.5%,2,,-71.4%,14,-54,-5,100%,8%,2.2%
"San Jose, CA - Notting Hill-Royal Crest",May 2012,$515K,-2%,-4.8%,7,16.7%,-36.4%,7,-12.5%,-53.3%,1,-50%,-80%,12,-2,-5,100.3%,0.3%,3%
"San Jose, CA - Notting Hill-Royal Crest",June 2012,$510K,-1%,-3.2%,7,0%,-36.4%,6,-14.3%,-50%,3,200%,-25%,10,-2,-5,102.2%,1.9%,2.5%
"San Jose, CA - Notting Hill-Royal Crest",July 2012,$409K,-19.9%,-22.5%,4,-42.9%,-42.9%,5,-16.7%,-58.3%,2,-33.3%,-33.3%,13,3,-3,100.1%,-2.1%,-0.3%
"San Jose, CA - Notting Hill-Royal Crest",August 2012,$348K,-14.8%,-34%,5,25%,-54.5%,6,20%,-57.1%,2,0%,-71.4%,15,3,1,102.9%,2.8%,2.9%
"San Jose, CA - Notting Hill-Royal Crest",September 2012,$349K,0.3%,-37.3%,4,-20%,-55.6%,5,-16.7%,-58.3%,1,-50%,-75%,12,-3,-2,106.2%,3.3%,8.1%
"San Jose, CA - Notting Hill-Royal Crest",October 2012,$507K,45.3%,-6.3%,5,25%,-61.5%,6,20%,-33.3%,1,0%,-66.7%,13,1,-1,105.7%,-0.5%,7.1%
"San Jose, CA - Notting Hill-Royal Crest",November 2012,$429K,-15.5%,-11.4%,6,20%,-40%,7,16.7%,75%,1,0%,,11,-2,-5,103%,-2.7%,4.9%
"San Jose, CA - Notting Hill-Royal Crest",December 2012,$524K,22.2%,7.9%,8,33.3%,-11.1%,5,-28.6%,0%,,,,13,2,-6,103.6%,0.6%,5.1%
"San Jose, CA - Notting Hill-Royal Crest",January 2013,$540K,3.2%,13.7%,7,-12.5%,75%,4,-20%,100%,,,,12,-1,-9,101.7%,-1.9%,3.3%
"San Jose, CA - Notting Hill-Royal Crest",February 2013,$654K,21%,5.8%,4,-42.9%,100%,2,-50%,-50%,1,,-50%,14,2,-7,101.5%,-0.1%,1.3%
