Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Murillo",March 2014,"$1,245K",16.4%,37.3%,5,-28.6%,-54.5%,9,50%,28.6%,6,100%,50%,65,0,34,101.4%,1.6%,-0.4%
"San Jose, CA - Murillo",April 2014,"$1,240K",-0.4%,22.2%,9,80%,-10%,10,11.1%,11.1%,2,-66.7%,0%,31,-34,19,100.6%,-0.8%,-0.8%
"San Jose, CA - Murillo",May 2014,"$1,181K",-4.8%,23%,10,11.1%,-16.7%,16,60%,45.5%,5,150%,66.7%,22,-10,10,101.6%,1.1%,0.1%
"San Jose, CA - Murillo",June 2014,"$1,201K",1.7%,43.4%,13,30%,62.5%,16,0%,45.5%,4,-20%,-20%,13,-9,2,101.6%,0%,-1.8%
"San Jose, CA - Murillo",July 2014,"$1,158K",-3.6%,38.8%,16,23.1%,100%,20,25%,33.3%,5,25%,-37.5%,12,-2,1,102.6%,0.9%,-0.4%
"San Jose, CA - Murillo",August 2014,"$1,230K",6.3%,34.6%,17,6.3%,142.9%,12,-40%,-33.3%,3,-40%,-72.7%,12,1,1,101.9%,-0.7%,-0.1%
"San Jose, CA - Murillo",September 2014,"$1,191K",-3.2%,8.1%,13,-23.5%,62.5%,7,-41.7%,-56.3%,2,-33.3%,-80%,12,0,2,101.3%,-0.6%,-0.2%
"San Jose, CA - Murillo",October 2014,"$1,318K",10.6%,7%,6,-53.8%,-25%,6,-14.3%,-50%,5,150%,-37.5%,23,11,10,97.9%,-3.4%,-2.3%
"San Jose, CA - Murillo",November 2014,"$1,160K",-12%,-9.7%,3,-50%,-62.5%,5,-16.7%,0%,5,0%,66.7%,21,-2,-9,100.4%,2.5%,1.4%
"San Jose, CA - Murillo",December 2014,$990K,-14.7%,-17.4%,3,0%,-70%,5,0%,0%,4,-20%,33.3%,65,44,17,98.5%,-1.9%,-0.8%
"San Jose, CA - Murillo",January 2015,$990K,0%,-10%,3,0%,-66.7%,2,-60%,0%,4,0%,300%,76,11,11,100.4%,1.9%,0.7%
"San Jose, CA - Murillo",February 2015,"$1,111K",12.2%,3.8%,2,-33.3%,-71.4%,3,50%,-50%,2,-50%,-33.3%,112,36,47,95.4%,-5%,-4.3%
"San Jose, CA - Murillo",March 2015,"$1,231K",10.9%,-1.1%,1,-50%,-80%,8,166.7%,-11.1%,6,200%,0%,76,-36,11,94.7%,-0.7%,-6.7%
"San Jose, CA - Murillo",April 2015,"$1,200K",-2.5%,-3.2%,3,200%,-66.7%,12,50%,20%,5,-16.7%,150%,7,-69,-24,107.1%,12.4%,6.5%
"San Jose, CA - Murillo",May 2015,"$1,251K",4.3%,6%,7,133.3%,-30%,15,25%,-6.3%,4,-20%,-20%,8,1,-14,104.4%,-2.7%,2.8%
"San Jose, CA - Murillo",June 2015,"$1,226K",-2%,2%,10,42.9%,-23.1%,16,6.7%,0%,5,25%,25%,8,-1,-6,104.5%,0.1%,2.9%
"San Jose, CA - Murillo",July 2015,"$1,310K",6.9%,13.2%,13,30%,-18.8%,19,18.8%,-5%,10,100%,100%,13,6,2,103.6%,-0.9%,1%
"San Jose, CA - Murillo",August 2015,"$1,180K",-9.9%,-4.1%,12,-7.7%,-29.4%,17,-10.5%,41.7%,9,-10%,200%,14,1,2,104.2%,0.6%,2.3%
"San Jose, CA - Murillo",September 2015,"$1,154K",-2.2%,-3.1%,12,0%,-7.7%,13,-23.5%,85.7%,7,-22.2%,250%,15,2,3,103.1%,-1.1%,1.8%
"San Jose, CA - Murillo",October 2015,"$1,015K",-12%,-23%,10,-16.7%,66.7%,8,-38.5%,33.3%,5,-28.6%,0%,30,15,7,100%,-3.1%,2.1%
"San Jose, CA - Murillo",November 2015,"$1,269K",25%,9.4%,10,0%,233.3%,8,0%,60%,4,-20%,-20%,37,7,16,98.6%,-1.4%,-1.9%
"San Jose, CA - Murillo",December 2015,"$1,345K",6%,35.9%,8,-20%,166.7%,6,-25%,20%,4,0%,0%,57,21,-8,97.1%,-1.5%,-1.5%
"San Jose, CA - Murillo",January 2016,"$1,308K",-2.8%,32.1%,6,-25%,100%,3,-50%,50%,4,0%,0%,48,-9,-28,99.1%,2.1%,-1.3%
"San Jose, CA - Murillo",February 2016,"$1,280K",-2.1%,15.3%,3,-50%,50%,1,-66.7%,-66.7%,4,0%,100%,41,-7,-71,98.5%,-0.7%,3%
"San Jose, CA - Murillo",March 2016,"$1,220K",-4.7%,-0.9%,3,0%,200%,1,0%,-87.5%,1,-75%,-83.3%,41,0,-35,100.4%,1.9%,5.7%
"San Jose, CA - Murillo",April 2016,"$1,515K",24.2%,26.3%,2,-33.3%,-33.3%,5,400%,-58.3%,4,300%,-20%,67,26,60,102.1%,1.7%,-5%
"San Jose, CA - Murillo",May 2016,"$1,220K",-19.5%,-2.5%,3,50%,-57.1%,9,80%,-40%,6,50%,50%,16,-51,8,102.2%,0.1%,-2.3%
"San Jose, CA - Murillo",June 2016,"$1,310K",7.4%,6.9%,7,133.3%,-30%,15,66.7%,-6.3%,6,0%,20%,18,2,11,100.1%,-2%,-4.4%
"San Jose, CA - Murillo",July 2016,"$1,315K",0.4%,0.4%,12,71.4%,-7.7%,15,0%,-21.1%,5,-16.7%,-50%,27,9,14,98.8%,-1.3%,-4.8%
"San Jose, CA - Murillo",August 2016,"$1,315K",0%,11.4%,12,0%,0%,11,-26.7%,-35.3%,4,-20%,-55.6%,27,0,14,98.8%,0%,-5.4%
"San Jose, CA - Murillo",September 2016,"$1,315K",0%,14%,8,-33.3%,-33.3%,9,-18.2%,-30.8%,6,50%,-14.3%,30,3,15,99.6%,0.8%,-3.5%
"San Jose, CA - Murillo",October 2016,"$1,300K",-1.1%,28.1%,5,-37.5%,-50%,8,-11.1%,0%,8,33.3%,60%,16,-14,-14,101.9%,2.3%,1.9%
"San Jose, CA - Murillo",November 2016,"$1,065K",-18.1%,-16%,7,40%,-30%,7,-12.5%,-12.5%,2,-75%,-50%,47,31,11,101.3%,-0.6%,2.7%
"San Jose, CA - Murillo",December 2016,"$1,235K",16%,-8.2%,8,14.3%,0%,3,-57.1%,-50%,2,0%,-50%,35,-12,-22,100.6%,-0.7%,3.5%
"San Jose, CA - Noddin",January 2012,$878K,3.2%,48.7%,10,-9.1%,11.1%,4,-20%,-55.6%,4,33.3%,-20%,46,33,-5,99%,-0.7%,1.9%
"San Jose, CA - Noddin",February 2012,$960K,9.4%,46.6%,6,-40%,-40%,9,125%,12.5%,6,50%,-14.3%,32,-14,-38,99.6%,0.5%,3.3%
"San Jose, CA - Noddin",March 2012,$751K,-21.8%,12.9%,8,33.3%,14.3%,13,44.4%,-18.8%,6,0%,-40%,59,27,20,99%,-0.6%,3.8%
"San Jose, CA - Noddin",April 2012,$723K,-3.7%,8.2%,10,25%,-16.7%,15,15.4%,-6.3%,3,-50%,-70%,22,-37,-16,100.3%,1.4%,2.7%
"San Jose, CA - Noddin",May 2012,$680K,-5.9%,-1.3%,15,50%,50%,14,-6.7%,-22.2%,3,0%,-66.7%,22,0,7,100.7%,0.4%,2.4%
"San Jose, CA - Noddin",June 2012,$710K,4.4%,6.2%,16,6.7%,14.3%,12,-14.3%,-42.9%,3,0%,-78.6%,12,-11,-20,101.2%,0.5%,2.1%
"San Jose, CA - Noddin",July 2012,$690K,-2.8%,7.8%,12,-25%,-7.7%,17,41.7%,-15%,7,133.3%,-36.4%,12,0,-3,101.2%,0.1%,1.9%
"San Jose, CA - Noddin",August 2012,$691K,0.1%,11.5%,11,-8.3%,-35.3%,13,-23.5%,-35%,3,-57.1%,-76.9%,11,-1,-10,102.1%,0.9%,2.6%
"San Jose, CA - Noddin",September 2012,$773K,11.8%,24.6%,9,-18.2%,-40%,16,23.1%,14.3%,2,-33.3%,-86.7%,12,1,-2,104.1%,2%,4.2%
"San Jose, CA - Noddin",October 2012,$768K,-0.6%,14.6%,15,66.7%,25%,7,-56.3%,-46.2%,2,0%,-81.8%,12,0,-1,104.6%,0.5%,4.4%
"San Jose, CA - Noddin",November 2012,$773K,0.6%,8%,11,-26.7%,0%,6,-14.3%,-40%,2,0%,-71.4%,12,0,-1,105%,0.4%,5%
"San Jose, CA - Noddin",December 2012,$760K,-1.6%,-10.6%,7,-36.4%,-36.4%,1,-83.3%,-80%,2,0%,-33.3%,14,2,1,104.8%,-0.2%,5.1%
"San Jose, CA - Noddin",January 2013,$842K,10.8%,-4%,4,-42.9%,-60%,4,300%,0%,1,-50%,-75%,20,6,-26,100.9%,-3.8%,1.9%
"San Jose, CA - Noddin",February 2013,$842K,0%,-12.3%,4,0%,-33.3%,8,100%,-11.1%,4,300%,-33.3%,37,17,5,99%,-1.9%,-0.5%
"San Jose, CA - Noddin",March 2013,$825K,-2%,9.9%,7,75%,-12.5%,11,37.5%,-15.4%,4,0%,-33.3%,9,-28,-50,102.6%,3.6%,3.7%
"San Jose, CA - Noddin",April 2013,$825K,0%,14.1%,5,-28.6%,-50%,15,36.4%,0%,5,25%,66.7%,11,2,-11,107.6%,5%,7.3%
"San Jose, CA - Noddin",May 2013,$843K,2.2%,24%,10,100%,-33.3%,17,13.3%,21.4%,6,20%,100%,9,-2,-13,109.4%,1.7%,8.6%
"San Jose, CA - Noddin",June 2013,$830K,-1.6%,16.9%,13,30%,-18.8%,19,11.8%,58.3%,10,66.7%,233.3%,10,1,-2,109.8%,0.4%,8.6%
"San Jose, CA - Noddin",July 2013,$828K,-0.3%,19.9%,14,7.7%,16.7%,18,-5.3%,5.9%,8,-20%,14.3%,10,1,-2,108%,-1.8%,6.7%
"San Jose, CA - Noddin",August 2013,$823K,-0.6%,19%,14,0%,27.3%,15,-16.7%,15.4%,7,-12.5%,133.3%,11,1,0,105.6%,-2.4%,3.5%
"San Jose, CA - Noddin",September 2013,$810K,-1.5%,4.9%,13,-7.1%,44.4%,20,33.3%,25%,11,57.1%,450%,22,11,10,102.2%,-3.4%,-1.9%
"San Jose, CA - Noddin",October 2013,$838K,3.4%,9%,18,38.5%,20%,15,-25%,114.3%,4,-63.6%,100%,23,1,11,103.1%,0.9%,-1.6%
"San Jose, CA - Noddin",November 2013,$835K,-0.3%,8.1%,17,-5.6%,54.5%,13,-13.3%,116.7%,2,-50%,0%,24,1,12,102.4%,-0.7%,-2.6%
"San Jose, CA - Noddin",December 2013,$856K,2.5%,12.6%,16,-5.9%,128.6%,3,-76.9%,200%,1,-50%,-50%,22,-2,8,103.9%,1.5%,-0.9%
"San Jose, CA - Noddin",January 2014,$860K,0.5%,2.1%,9,-43.8%,125%,5,66.7%,25%,2,100%,100%,20,-2,0,103.1%,-0.8%,2.2%
"San Jose, CA - Noddin",February 2014,$885K,2.9%,5.1%,5,-44.4%,25%,7,40%,-12.5%,3,50%,-25%,10,-10,-27,109%,5.9%,10%
"San Jose, CA - Noddin",March 2014,$890K,0.6%,7.9%,5,0%,-28.6%,8,14.3%,-27.3%,2,-33.3%,-50%,10,0,1,107.8%,-1.2%,5.2%
"San Jose, CA - Noddin",April 2014,$920K,3.4%,11.5%,8,60%,60%,14,75%,-6.7%,5,150%,0%,10,0,-1,107.8%,0%,0.1%
"San Jose, CA - Noddin",May 2014,$910K,-1.1%,7.9%,12,50%,20%,18,28.6%,5.9%,7,40%,16.7%,11,1,2,106%,-1.8%,-3.4%
"San Jose, CA - Noddin",June 2014,$910K,0%,9.6%,13,8.3%,0%,23,27.8%,21.1%,6,-14.3%,-40%,12,2,3,105.3%,-0.7%,-4.5%
"San Jose, CA - Noddin",July 2014,$890K,-2.2%,7.6%,19,46.2%,35.7%,21,-8.7%,16.7%,4,-33.3%,-50%,12,0,2,107.9%,2.6%,-0.1%
"San Jose, CA - Noddin",August 2014,"$1,015K",14%,23.4%,21,10.5%,50%,18,-14.3%,20%,5,25%,-28.6%,12,-1,1,109.1%,1.2%,3.5%
"San Jose, CA - Noddin",September 2014,"$1,018K",0.2%,25.6%,18,-14.3%,38.5%,19,5.6%,-5%,7,40%,-36.4%,11,-1,-11,110.1%,1.1%,8%
"San Jose, CA - Noddin",October 2014,"$1,015K",-0.2%,21.2%,17,-5.6%,-5.6%,15,-21.1%,0%,3,-57.1%,-25%,12,1,-12,106.6%,-3.5%,3.5%
"San Jose, CA - Noddin",November 2014,$895K,-11.8%,7.2%,15,-11.8%,-11.8%,12,-20%,-7.7%,2,-33.3%,0%,15,4,-9,103.2%,-3.4%,0.8%
"San Jose, CA - Noddin",December 2014,$900K,0.6%,5.1%,17,13.3%,6.3%,6,-50%,100%,1,-50%,0%,18,3,-4,102.5%,-0.7%,-1.4%
"San Jose, CA - Noddin",January 2015,$860K,-4.4%,0%,9,-47.1%,0%,3,-50%,-40%,1,0%,-50%,26,8,6,101%,-1.5%,-2.1%
"San Jose, CA - Noddin",February 2015,"$1,040K",20.9%,17.5%,4,-55.6%,-20%,5,66.7%,-28.6%,,,,40,14,30,101.3%,0.2%,-7.7%
"San Jose, CA - Noddin",March 2015,"$1,004K",-3.5%,12.8%,4,0%,-20%,10,100%,25%,2,,0%,10,-31,-1,112.4%,11.1%,4.6%
"San Jose, CA - Noddin",April 2015,"$1,010K",0.6%,9.8%,9,125%,12.5%,13,30%,-7.1%,3,50%,-40%,9,-1,-1,113.3%,0.9%,5.6%
"San Jose, CA - Noddin",May 2015,"$1,079K",6.8%,18.5%,12,33.3%,0%,10,-23.1%,-44.4%,3,0%,-57.1%,9,-1,-2,115.5%,2.2%,9.6%
"San Jose, CA - Noddin",June 2015,"$1,095K",1.5%,20.3%,9,-25%,-30.8%,15,50%,-34.8%,10,233.3%,66.7%,8,-1,-4,116.8%,1.2%,11.5%
"San Jose, CA - Noddin",July 2015,"$1,085K",-0.9%,21.9%,13,44.4%,-31.6%,18,20%,-14.3%,4,-60%,0%,9,1,-3,110.4%,-6.4%,2.5%
"San Jose, CA - Noddin",August 2015,"$1,093K",0.7%,7.6%,16,23.1%,-23.8%,20,11.1%,11.1%,1,-75%,-80%,16,7,5,107.8%,-2.6%,-1.3%
"San Jose, CA - Noddin",September 2015,"$1,093K",0%,7.4%,18,12.5%,0%,12,-40%,-36.8%,2,100%,-71.4%,14,-2,3,108%,0.2%,-2.2%
"San Jose, CA - Noddin",October 2015,"$1,100K",0.7%,8.4%,13,-27.8%,-23.5%,14,16.7%,-6.7%,6,200%,100%,21,7,9,108%,0%,1.4%
"San Jose, CA - Noddin",November 2015,"$1,004K",-8.7%,12.2%,11,-15.4%,-26.7%,12,-14.3%,0%,1,-83.3%,-50%,10,-11,-6,108%,-0.1%,4.7%
"San Jose, CA - Noddin",December 2015,"$1,044K",4%,16%,12,9.1%,-29.4%,12,0%,100%,1,0%,0%,22,13,4,105.5%,-2.4%,3%
"San Jose, CA - Noddin",January 2016,"$1,120K",7.3%,30.2%,11,-8.3%,22.2%,4,-66.7%,33.3%,1,0%,0%,17,-5,-9,107.8%,2.3%,6.8%
"San Jose, CA - Noddin",February 2016,"$1,120K",0%,7.7%,7,-36.4%,75%,8,100%,60%,5,400%,,17,0,-23,106.7%,-1.1%,5.4%
"San Jose, CA - Noddin",March 2016,"$1,130K",0.9%,12.6%,6,-14.3%,50%,10,25%,0%,5,0%,150%,9,-8,-1,107.9%,1.2%,-4.5%
"San Jose, CA - Noddin",April 2016,"$1,125K",-0.4%,11.4%,9,50%,0%,15,50%,15.4%,6,20%,100%,12,3,3,103.6%,-4.3%,-9.7%
"San Jose, CA - Noddin",May 2016,"$1,130K",0.4%,4.8%,10,11.1%,-16.7%,18,20%,80%,9,50%,200%,10,-2,2,104.4%,0.8%,-11.1%
"San Jose, CA - Noddin",June 2016,"$1,135K",0.4%,3.7%,17,70%,88.9%,20,11.1%,33.3%,9,0%,-10%,24,14,16,103.9%,-0.5%,-12.9%
"San Jose, CA - Noddin",July 2016,"$1,155K",1.8%,6.5%,17,0%,30.8%,23,15%,27.8%,10,11.1%,150%,27,3,18,102.9%,-1%,-7.5%
"San Jose, CA - Noddin",August 2016,"$1,155K",0%,5.7%,19,11.8%,18.8%,20,-13%,0%,11,10%,1000%,27,0,11,102.5%,-0.4%,-5.3%
"San Jose, CA - Noddin",September 2016,"$1,153K",-0.2%,5.5%,14,-26.3%,-22.2%,20,0%,66.7%,10,-9.1%,400%,37,10,23,100%,-2.5%,-7.9%
"San Jose, CA - Noddin",October 2016,"$1,090K",-5.5%,-1%,18,28.6%,38.5%,16,-20%,14.3%,4,-60%,-33.3%,46,9,26,100.3%,0.3%,-7.7%
"San Jose, CA - Noddin",November 2016,"$1,150K",5.6%,14.5%,19,5.6%,72.7%,12,-25%,0%,4,0%,300%,45,-1,36,100%,-0.3%,-7.9%
"San Jose, CA - Noddin",December 2016,"$1,173K",2%,12.3%,16,-15.8%,33.3%,5,-58.3%,-58.3%,2,-50%,100%,46,1,24,100.9%,0.9%,-4.6%
"San Jose, CA - Norwood",January 2012,$538K,10.8%,-8.9%,6,500%,-33.3%,9,80%,0%,2,-33.3%,-33.3%,15,7,-32,99.6%,-0.4%,0.5%
"San Jose, CA - Norwood",February 2012,$545K,1.4%,-8.7%,9,50%,0%,11,22.2%,-8.3%,3,50%,-40%,15,0,-26,100.3%,0.6%,0.8%
"San Jose, CA - Norwood",March 2012,$538K,-1.4%,0%,10,11.1%,0%,10,-9.1%,-23.1%,,,,17,2,-1,100.2%,-0.1%,0.6%
"San Jose, CA - Norwood",April 2012,$469K,-12.7%,-4.7%,7,-30%,-30%,8,-20%,-20%,2,,-50%,15,-2,-5,101.3%,1.1%,0.6%
"San Jose, CA - Norwood",May 2012,$559K,19.2%,18.9%,7,0%,-36.4%,5,-37.5%,-37.5%,2,0%,-33.3%,28,13,5,100.5%,-0.8%,0.1%
"San Jose, CA - Norwood",June 2012,$619K,10.8%,22%,8,14.3%,-20%,7,40%,-30%,2,0%,-66.7%,13,-15,-18,100.8%,0.4%,0%
"San Jose, CA - Norwood",July 2012,$619K,0%,16.2%,8,0%,0%,6,-14.3%,-50%,2,0%,-77.8%,11,-2,-7,101.3%,0.4%,1.3%
"San Jose, CA - Norwood",August 2012,$640K,3.3%,7.7%,6,-25%,-25%,9,50%,-40%,2,0%,-75%,11,-1,-8,100.3%,-0.9%,0.3%
"San Jose, CA - Norwood",September 2012,$625K,-2.3%,5.8%,5,-16.7%,-50%,9,0%,-18.2%,4,100%,-33.3%,10,-1,-27,100.3%,0%,1.4%
"San Jose, CA - Norwood",October 2012,$625K,0%,5.8%,5,0%,-37.5%,11,22.2%,57.1%,3,-25%,-50%,7,-3,-46,98.9%,-1.5%,0.6%
"San Jose, CA - Norwood",November 2012,$633K,1.3%,10.6%,8,60%,33.3%,6,-45.5%,20%,2,-33.3%,-50%,11,4,-26,102.6%,3.7%,4.6%
"San Jose, CA - Norwood",December 2012,$731K,15.5%,50.7%,9,12.5%,800%,5,-16.7%,0%,2,0%,-33.3%,13,2,5,101.2%,-1.4%,1.2%
"San Jose, CA - Norwood",January 2013,$731K,0%,36%,7,-22.2%,16.7%,1,-80%,-88.9%,1,-50%,-50%,13,0,-2,101.4%,0.2%,1.8%
"San Jose, CA - Norwood",February 2013,$689K,-5.7%,26.4%,3,-57.1%,-66.7%,3,200%,-72.7%,3,200%,0%,49,36,34,97.6%,-3.8%,-2.7%
"San Jose, CA - Norwood",March 2013,$689K,0%,28.2%,1,-66.7%,-90%,2,-33.3%,-80%,1,-66.7%,,269,220,252,100%,2.4%,-0.2%
"San Jose, CA - Norwood",April 2013,$689K,0%,46.9%,3,200%,-57.1%,7,250%,-12.5%,4,300%,100%,15,-254,0,102.6%,2.6%,1.3%
"San Jose, CA - Norwood",May 2013,$825K,19.7%,47.6%,5,66.7%,-28.6%,8,14.3%,60%,4,0%,100%,15,0,-13,105%,2.4%,4.5%
"San Jose, CA - Norwood",June 2013,$685K,-17%,10.6%,7,40%,-12.5%,12,50%,71.4%,5,25%,150%,13,-2,0,105.1%,0.2%,4.3%
"San Jose, CA - Norwood",July 2013,$685K,0%,10.6%,9,28.6%,12.5%,8,-33.3%,33.3%,4,-20%,100%,9,-4,-2,106.8%,1.6%,5.5%
"San Jose, CA - Norwood",August 2013,$715K,4.4%,11.8%,10,11.1%,66.7%,8,0%,-11.1%,3,-25%,50%,9,0,-2,106.2%,-0.6%,5.8%
"San Jose, CA - Norwood",September 2013,$763K,6.7%,22.1%,8,-20%,60%,9,12.5%,0%,6,100%,50%,9,0,-1,106.3%,0.2%,6%
"San Jose, CA - Norwood",October 2013,$773K,1.3%,23.6%,8,0%,60%,11,22.2%,0%,3,-50%,0%,16,7,9,101.4%,-5%,2.5%
"San Jose, CA - Norwood",November 2013,$740K,-4.2%,16.9%,7,-12.5%,-12.5%,9,-18.2%,50%,2,-33.3%,0%,16,0,5,99.4%,-2%,-3.2%
"San Jose, CA - Norwood",December 2013,$755K,2%,3.2%,8,14.3%,-11.1%,5,-44.4%,0%,3,50%,50%,17,1,4,99.7%,0.4%,-1.5%
"San Jose, CA - Norwood",January 2014,$740K,-2%,1.2%,5,-37.5%,-28.6%,3,-40%,200%,3,0%,200%,17,1,4,102.2%,2.4%,0.7%
"San Jose, CA - Norwood",February 2014,$830K,12.2%,20.5%,3,-40%,0%,4,33.3%,33.3%,3,0%,0%,4,-13,-45,103.6%,1.4%,6%
"San Jose, CA - Norwood",March 2014,$721K,-13.1%,4.6%,4,33.3%,300%,5,25%,150%,1,-66.7%,0%,5,1,-265,106%,2.3%,6%
"San Jose, CA - Norwood",April 2014,$738K,2.3%,7%,4,0%,33.3%,5,0%,-28.6%,2,100%,-50%,6,1,-10,105.1%,-0.9%,2.5%
"San Jose, CA - Norwood",May 2014,$675K,-8.5%,-18.2%,3,-25%,-40%,8,60%,0%,2,0%,-50%,6,1,-9,106%,0.9%,1%
"San Jose, CA - Norwood",June 2014,$719K,6.4%,4.9%,6,100%,-14.3%,9,12.5%,-25%,2,0%,-60%,13,7,-1,101.2%,-4.7%,-3.9%
"San Jose, CA - Norwood",July 2014,$794K,10.5%,15.9%,7,16.7%,-22.2%,15,66.7%,87.5%,4,100%,0%,14,2,5,102.1%,0.8%,-4.7%
"San Jose, CA - Norwood",August 2014,$719K,-9.5%,0.5%,14,100%,40%,12,-20%,50%,5,25%,66.7%,11,-4,2,102.1%,0.1%,-4%
"San Jose, CA - Norwood",September 2014,$665K,-7.4%,-12.8%,9,-35.7%,12.5%,11,-8.3%,22.2%,7,40%,16.7%,10,-1,1,102.8%,0.6%,-3.5%
"San Jose, CA - Norwood",October 2014,$665K,0%,-13.9%,9,0%,12.5%,5,-54.5%,-54.5%,3,-57.1%,0%,11,1,-5,101.5%,-1.3%,0.1%
"San Jose, CA - Norwood",November 2014,$850K,27.7%,14.8%,2,-77.8%,-71.4%,6,20%,-33.3%,4,33.3%,100%,59,48,43,98.9%,-2.6%,-0.5%
"San Jose, CA - Norwood",December 2014,$800K,-5.8%,6%,5,150%,-37.5%,4,-33.3%,-20%,3,-25%,0%,43,-16,27,98.9%,0%,-0.8%
"San Jose, CA - Norwood",January 2015,$800K,0%,8.1%,3,-40%,-40%,3,-25%,0%,3,0%,0%,27,-16,10,98.9%,0%,-3.3%
"San Jose, CA - Norwood",February 2015,$800K,0%,-3.6%,3,0%,0%,,,,,,,27,0,23,98.9%,0%,-4.7%
"San Jose, CA - Norwood",March 2015,$996K,24.5%,38.1%,2,-33.3%,-50%,1,,-80%,,,,110,83,106,97.3%,-1.6%,-8.7%
"San Jose, CA - Norwood",April 2015,$950K,-4.6%,28.8%,3,50%,-25%,2,100%,-60%,1,,-50%,82,-28,77,100%,2.8%,-5.1%
"San Jose, CA - Norwood",May 2015,$940K,-1.1%,39.3%,4,33.3%,33.3%,5,150%,-37.5%,2,100%,0%,55,-27,49,101.9%,1.8%,-4.1%
"San Jose, CA - Norwood",June 2015,$778K,-17.2%,8.3%,4,0%,-33.3%,7,40%,-22.2%,4,100%,100%,14,-41,2,106%,4.1%,4.8%
"San Jose, CA - Norwood",July 2015,$778K,0%,-2%,4,0%,-42.9%,7,0%,-53.3%,1,-75%,-75%,23,9,9,104.6%,-1.4%,2.5%
"San Jose, CA - Norwood",August 2015,$766K,-1.6%,6.5%,5,25%,-64.3%,6,-14.3%,-50%,2,100%,-60%,17,-6,7,103.3%,-1.3%,1.1%
"San Jose, CA - Norwood",September 2015,$845K,10.4%,27.1%,4,-20%,-55.6%,5,-16.7%,-54.5%,4,100%,-42.9%,36,19,26,100.4%,-2.8%,-2.4%
"San Jose, CA - Norwood",October 2015,$766K,-9.4%,15.1%,5,25%,-44.4%,6,20%,20%,3,-25%,0%,42,6,31,101.4%,1%,-0.1%
"San Jose, CA - Norwood",November 2015,$821K,7.3%,-3.4%,5,0%,150%,5,-16.7%,-16.7%,3,0%,-25%,41,-1,-18,100.4%,-1%,1.5%
"San Jose, CA - Norwood",December 2015,$815K,-0.7%,1.9%,5,0%,0%,3,-40%,-25%,1,-66.7%,-66.7%,41,0,-2,101.1%,0.7%,2.2%
"San Jose, CA - Norwood",January 2016,$880K,7.9%,10%,4,-20%,33.3%,1,-66.7%,-66.7%,1,0%,-66.7%,42,1,15,99.7%,-1.4%,0.8%
"San Jose, CA - Norwood",February 2016,$948K,7.7%,18.4%,2,-50%,-33.3%,2,100%,,2,100%,,61,20,34,99.3%,-0.4%,0.4%
"San Jose, CA - Norwood",March 2016,"$1,008K",6.3%,1.2%,2,0%,0%,5,150%,400%,3,50%,,29,-32,-81,101.2%,1.9%,4%
"San Jose, CA - Norwood",April 2016,$935K,-7.2%,-1.6%,1,-50%,-66.7%,6,20%,200%,,,,16,-13,-66,103.9%,2.6%,3.9%
"San Jose, CA - Norwood",May 2016,$960K,2.7%,2.1%,5,400%,25%,7,16.7%,40%,1,,-50%,15,-1,-40,106.9%,3.1%,5.1%
"San Jose, CA - Norwood",June 2016,$960K,0%,23.4%,7,40%,75%,8,14.3%,14.3%,2,100%,-50%,15,0,1,109.4%,2.5%,3.4%
"San Jose, CA - Norwood",July 2016,$960K,0%,23.4%,9,28.6%,125%,11,37.5%,57.1%,3,50%,200%,12,-3,-11,108.5%,-0.9%,3.9%
"San Jose, CA - Norwood",August 2016,$943K,-1.8%,23.2%,6,-33.3%,20%,10,-9.1%,66.7%,4,33.3%,100%,10,-3,-8,107.7%,-0.8%,4.4%
"San Jose, CA - Norwood",September 2016,$780K,-17.3%,-7.7%,5,-16.7%,25%,8,-20%,60%,4,0%,0%,9,-1,-27,101%,-6.7%,0.6%
"San Jose, CA - Norwood",October 2016,$770K,-1.3%,0.6%,5,0%,0%,6,-25%,0%,4,0%,33.3%,33,24,-9,100.4%,-0.6%,-1.1%
"San Jose, CA - Norwood",November 2016,$855K,11%,4.1%,6,20%,20%,4,-33.3%,-20%,2,-50%,-33.3%,36,3,-6,102.1%,1.7%,1.6%
"San Jose, CA - Norwood",December 2016,$925K,8.2%,13.5%,7,16.7%,40%,2,-50%,-33.3%,,,,49,14,8,103.2%,1.1%,2%
"San Jose, CA - Notting Hill-Royal Crest",January 2012,$485K,-19.6%,-18.6%,3,-50%,-25%,1,-66.7%,-85.7%,,,,31,9,3,97.9%,0.1%,-1.6%
"San Jose, CA - Notting Hill-Royal Crest",February 2012,$618K,27.3%,8%,2,-33.3%,-60%,2,100%,-50%,1,,-66.7%,21,-11,-14,100.2%,2.3%,0.9%
"San Jose, CA - Notting Hill-Royal Crest",March 2012,$515K,-16.6%,-10.2%,1,-50%,-83.3%,4,100%,-42.9%,,,,99,79,57,86.9%,-13.4%,-10.8%
