Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Great Oaks",January 2013,$405K,0%,,1,0%,,1,-50%,,,,,3,0,,101.3%,0%,
"San Jose, CA - Great Oaks",May 2014,$625K,,,1,,,2,,,1,,,33,,,100%,,
"San Jose, CA - Great Oaks",June 2014,$625K,0%,,1,0%,,1,-50%,,1,0%,,33,0,,100%,0%,
"San Jose, CA - Great Oaks",July 2014,$625K,0%,,1,0%,,,,,1,0%,,33,0,,100%,0%,
"San Jose, CA - Great Oaks",January 2015,$868K,,,1,,,,,,1,,,149,,,97%,,
"San Jose, CA - Great Oaks",February 2015,$868K,0%,,1,0%,,,,,1,0%,,149,0,,97%,0%,
"San Jose, CA - Great Oaks",March 2015,$868K,0%,,1,0%,,,,,,,,149,0,,97%,0%,
"San Jose, CA - Great Oaks",May 2015,$720K,,15.2%,1,,0%,1,,-50%,,,,3,,-30,102.9%,,2.9%
"San Jose, CA - Great Oaks",June 2015,$720K,0%,15.2%,1,0%,0%,2,100%,100%,1,,0%,3,0,-30,102.9%,0%,2.9%
"San Jose, CA - Great Oaks",July 2015,$720K,0%,15.2%,1,0%,0%,2,0%,,1,0%,0%,3,0,-30,102.9%,0%,2.9%
"San Jose, CA - Great Oaks",September 2015,$910K,,,1,,,,,,,,,45,,,101.7%,,
"San Jose, CA - Great Oaks",October 2015,$910K,0%,,1,0%,,1,,,1,,,45,0,,101.7%,0%,
"San Jose, CA - Great Oaks",November 2015,$910K,0%,,1,0%,,1,0%,,,,,45,0,,101.7%,0%,
"San Jose, CA - Great Oaks",December 2015,$805K,-11.5%,,1,0%,,1,0%,,,,,32,-13,,95.3%,-6.4%,
"San Jose, CA - Great Oaks",January 2016,$805K,0%,-7.3%,1,0%,0%,,,,,,,32,0,-117,95.3%,0%,-1.7%
"San Jose, CA - Great Oaks",February 2016,$805K,0%,-7.3%,1,0%,0%,1,,,1,,0%,32,0,-117,95.3%,0%,-1.7%
"San Jose, CA - Hillsdale",May 2012,$692K,,,1,,,1,,,,,,5,,,108.3%,,
"San Jose, CA - Hillsdale",June 2012,$692K,0%,,1,0%,,,,,,,,5,0,,108.3%,0%,
"San Jose, CA - Hillsdale",July 2012,$692K,0%,,1,0%,,,,,,,,5,0,,108.3%,0%,
"San Jose, CA - Hillsdale",September 2013,$875K,,,1,,,,,,,,,46,,,97.2%,,
"San Jose, CA - Hillsdale",October 2013,$875K,0%,,1,0%,,,,,,,,46,0,,97.2%,0%,
"San Jose, CA - Hillsdale",November 2013,$875K,0%,,1,0%,,,,,,,,46,0,,97.2%,0%,
"San Jose, CA - Holy Oaks",November 2016,$968K,,,1,,,2,,,1,,,17,,,101.9%,,
"San Jose, CA - Holy Oaks",December 2016,$968K,0%,,1,0%,,1,-50%,,1,0%,,17,0,,101.9%,0%,
"San Jose, CA - King & Story",September 2015,$790K,,,1,,,1,,,,,,36,,,97.5%,,
"San Jose, CA - King & Story",October 2015,$790K,0%,,1,0%,,,,,,,,36,0,,97.5%,0%,
"San Jose, CA - King & Story",November 2015,$790K,0%,,1,0%,,,,,,,,36,0,,97.5%,0%,
"San Jose, CA - Kooser",February 2015,"$1,178K",,,1,,,,,,,,,230,,,95.8%,,
"San Jose, CA - Kooser",March 2015,"$1,178K",0%,,1,0%,,,,,,,,230,0,,95.8%,0%,
"San Jose, CA - Kooser",April 2015,"$1,178K",0%,,1,0%,,,,,,,,230,0,,95.8%,0%,
"San Jose, CA - Kooser",May 2016,"$1,250K",,,1,,,1,,,,,,10,,,113.6%,,
"San Jose, CA - Kooser",June 2016,"$1,250K",0%,,1,0%,,,,,,,,10,0,,113.6%,0%,
"San Jose, CA - Kooser",July 2016,"$1,250K",0%,,1,0%,,,,,,,,10,0,,113.6%,0%,
"San Jose, CA - Loma Linda",January 2012,$923K,-0.3%,8.5%,2,-33.3%,100%,2,0%,100%,,,,8,-1,-233,99.9%,0%,12.7%
"San Jose, CA - Loma Linda",February 2012,$920K,-0.3%,8.2%,1,-50%,0%,,,,,,,10,3,-230,96.8%,-3%,9.7%
"San Jose, CA - Loma Linda",November 2012,$985K,,5.1%,1,,-50%,,,,,,,125,,119,99.6%,,-1.9%
"San Jose, CA - Loma Linda",December 2012,"$1,043K",5.8%,12.7%,2,100%,-33.3%,1,,-50%,,,,71,-55,63,106.2%,6.6%,6.3%
"San Jose, CA - Loma Linda",January 2013,"$1,043K",0%,13%,2,0%,0%,1,0%,-50%,,,,71,0,63,106.2%,0%,6.3%
"San Jose, CA - Loma Linda",February 2013,"$1,100K",5.5%,19.6%,1,-50%,0%,1,0%,,,,,16,-55,6,112.8%,6.6%,16%
"San Jose, CA - Loma Linda",August 2013,"$1,120K",,,1,,,1,,,,,,37,,,95.3%,,
"San Jose, CA - Loma Linda",September 2013,"$1,120K",0%,,1,0%,,2,100%,,,,,37,0,,95.3%,0%,
"San Jose, CA - Loma Linda",October 2013,"$1,173K",4.7%,,2,100%,,1,-50%,,,,,24,-13,,103.6%,8.3%,
"San Jose, CA - Loma Linda",November 2013,"$1,226K",4.5%,24.4%,1,-50%,0%,1,0%,,,,,11,-13,-114,111.9%,8.3%,12.3%
"San Jose, CA - Loma Linda",December 2013,"$1,226K",0%,17.6%,1,0%,-50%,,,,,,,11,0,-60,111.9%,0%,5.7%
"San Jose, CA - Loma Linda",December 2014,"$1,514K",,23.5%,1,,0%,,,,,,,92,,81,100.9%,,-11%
"San Jose, CA - Loma Linda",January 2015,"$1,514K",0%,,1,0%,,,,,,,,92,0,,100.9%,0%,
"San Jose, CA - Loma Linda",February 2015,"$1,514K",0%,,1,0%,,,,,,,,92,0,,100.9%,0%,
"San Jose, CA - Loma Linda",June 2015,"$1,640K",,,1,,,2,,,1,,,23,,,113.1%,,
"San Jose, CA - Loma Linda",July 2015,"$1,640K",0%,,1,0%,,2,0%,,,,,23,0,,113.1%,0%,
"San Jose, CA - Loma Linda",August 2015,"$1,707K",4.1%,,2,100%,,1,-50%,,,,,23,-1,,119.9%,6.8%,
"San Jose, CA - Loma Linda",September 2015,"$1,773K",3.9%,,1,-50%,,,,,,,,22,-1,,126.6%,6.8%,
"San Jose, CA - Loma Linda",October 2015,"$1,773K",0%,,1,0%,,,,,,,,22,0,,126.6%,0%,
"San Jose, CA - Loma Linda",July 2016,"$1,900K",,15.9%,1,,0%,2,,0%,,,,16,,-7,101.7%,,-11.4%
"San Jose, CA - Loma Linda",August 2016,"$1,900K",0%,11.3%,1,0%,-50%,2,0%,100%,,,,16,0,-7,101.7%,0%,-18.2%
"San Jose, CA - Loma Linda",September 2016,"$1,838K",-3.3%,3.6%,2,100%,100%,1,-50%,,,,,16,0,-6,100.9%,-0.9%,-25.8%
"San Jose, CA - Loma Linda",October 2016,"$1,775K",-3.4%,0.1%,1,-50%,0%,,,,,,,16,0,-6,100%,-0.9%,-26.6%
"San Jose, CA - Loma Linda",November 2016,"$1,775K",0%,,1,0%,,,,,,,,16,0,,100%,0%,
"San Jose, CA - Lone Bluff",April 2012,$350K,,,1,,,1,,,,,,7,,,104.5%,,
"San Jose, CA - Lone Bluff",May 2012,$350K,0%,,1,0%,,1,0%,,,,,7,0,,104.5%,0%,
"San Jose, CA - Lone Bluff",June 2012,$350K,0%,,1,0%,,1,0%,,,,,7,0,,104.5%,0%,
"San Jose, CA - Lone Bluff",April 2013,$600K,,71.4%,1,,0%,1,,0%,,,,7,,0,104.3%,,-0.1%
"San Jose, CA - Lone Bluff",May 2013,$600K,0%,71.4%,1,0%,0%,1,0%,0%,,,,7,0,0,104.3%,0%,-0.1%
"San Jose, CA - Lone Bluff",June 2013,$600K,0%,71.4%,1,0%,0%,1,0%,0%,,,,7,0,0,104.3%,0%,-0.1%
"San Jose, CA - Lone Bluff",September 2013,$631K,,,1,,,11,,,4,,,14,,,102.9%,,
"San Jose, CA - Lone Bluff",October 2013,$631K,0%,,8,700%,,11,0%,,1,-75%,,14,0,,102.2%,-0.7%,
"San Jose, CA - Lone Bluff",November 2013,$631K,0%,,11,37.5%,,10,-9.1%,,3,200%,,20,6,,101.5%,-0.7%,
"San Jose, CA - Lone Bluff",December 2013,$625K,-0.9%,,12,9.1%,,5,-50%,,,,,20,0,,100.6%,-1%,
"San Jose, CA - Lone Bluff",January 2014,$625K,0%,,8,-33.3%,,6,20%,,1,,,18,-2,,99%,-1.6%,
"San Jose, CA - Lone Bluff",February 2014,$630K,0.8%,,5,-37.5%,,3,-50%,,1,0%,,16,-2,,98.5%,-0.5%,
"San Jose, CA - Lone Bluff",March 2014,$630K,0%,,3,-40%,,1,-66.7%,,1,0%,,3,-13,,100%,1.5%,
"San Jose, CA - Lone Bluff",May 2015,$628K,,,1,,,1,,,1,,,377,,,114.6%,,
"San Jose, CA - Lone Bluff",June 2015,$628K,0%,,1,0%,,1,0%,,,,,377,0,,114.6%,0%,
"San Jose, CA - Lone Bluff",July 2015,$604K,-3.8%,,2,100%,,1,0%,,,,,223,-155,,109.1%,-5.5%,
"San Jose, CA - Lone Bluff",August 2015,$580K,-4%,,1,-50%,,1,0%,,,,,68,-155,,103.6%,-5.5%,
"San Jose, CA - Lone Bluff",September 2015,$585K,0.9%,,2,100%,,2,100%,,1,,,39,-30,,103.1%,-0.5%,
"San Jose, CA - Lone Bluff",October 2015,$590K,0.9%,,1,-50%,,1,-50%,,1,0%,,9,-30,,102.6%,-0.5%,
"San Jose, CA - Lone Bluff",November 2015,$590K,0%,,1,0%,,1,0%,,1,0%,,9,0,,102.6%,0%,
"San Jose, CA - Lone Bluff",December 2015,$660K,11.9%,,1,0%,,1,0%,,1,0%,,,,,98.5%,-4.1%,
"San Jose, CA - Lone Bluff",January 2016,$660K,0%,,1,0%,,1,0%,,1,0%,,,,,98.5%,0%,
"San Jose, CA - Lone Bluff",February 2016,$660K,0%,,1,0%,,1,0%,,,,,,,,98.5%,0%,
"San Jose, CA - Lone Bluff",March 2016,$600K,-9.1%,,1,0%,,,,,,,,126,,,96%,-2.5%,
"San Jose, CA - Lone Bluff",April 2016,$600K,0%,,1,0%,,,,,,,,126,0,,96%,0%,
"San Jose, CA - Lone Bluff",May 2016,$600K,0%,-4.5%,1,0%,0%,,,,,,,126,0,-251,96%,0%,-18.6%
"San Jose, CA - Los Gatos",December 2015,$920K,,,1,,,1,,,,,,7,,,103.6%,,
"San Jose, CA - Los Gatos",January 2016,$920K,0%,,1,0%,,1,0%,,,,,7,0,,103.6%,0%,
"San Jose, CA - Los Gatos",February 2016,$920K,0%,,1,0%,,1,0%,,,,,7,0,,103.6%,0%,
"San Jose, CA - Los Gatos",November 2016,"$1,188K",,,1,,,1,,,,,,5,,,108%,,
"San Jose, CA - Los Gatos",December 2016,"$1,188K",0%,29.1%,1,0%,0%,1,0%,0%,,,,5,0,-2,108%,0%,4.4%
"San Jose, CA - Lynhaven",January 2012,$785K,-1.6%,,1,-50%,,,,,2,0%,,56,14,,96.3%,0.5%,
"San Jose, CA - Lynhaven",February 2012,$765K,-2.5%,,1,0%,,,,,1,-50%,,100,44,,95.6%,-0.7%,
"San Jose, CA - Lynhaven",March 2012,$765K,0%,,1,0%,,,,,,,,100,0,,95.6%,0%,
"San Jose, CA - Lynhaven",April 2012,$798K,4.2%,20.7%,2,100%,100%,,,,,,,131,31,1,96.7%,1.1%,-6.6%
"San Jose, CA - Lynhaven",May 2012,$830K,4.1%,12.5%,1,-50%,-50%,,,,,,,162,31,-32,97.8%,1.1%,-2.2%
"San Jose, CA - Lynhaven",June 2012,$830K,0%,12.5%,1,0%,-50%,,,,,,,162,0,-32,97.8%,0%,-2.2%
"San Jose, CA - Lynhaven",February 2013,$855K,,11.8%,1,,0%,1,,,,,,2,,-98,104.9%,,9.3%
"San Jose, CA - Lynhaven",March 2013,$855K,0%,11.8%,1,0%,0%,1,0%,,,,,2,0,-98,104.9%,0%,9.3%
"San Jose, CA - Lynhaven",April 2013,$855K,0%,7.2%,1,0%,-50%,1,0%,,1,,,2,0,-129,104.9%,0%,8.2%
"San Jose, CA - Lynhaven",July 2013,$990K,,,1,,,,,,,,,38,,,100%,,
"San Jose, CA - Lynhaven",August 2013,$990K,0%,,1,0%,,,,,,,,38,0,,100%,0%,
"San Jose, CA - Lynhaven",September 2013,$990K,0%,,1,0%,,1,,,1,,,38,0,,100%,0%,
"San Jose, CA - Lynhaven",December 2013,$935K,,,1,,,1,,,,,,99,,,98.4%,,
"San Jose, CA - Lynhaven",January 2014,$935K,0%,,1,0%,,1,0%,,,,,99,0,,98.4%,0%,
"San Jose, CA - Lynhaven",February 2014,$999K,6.8%,16.8%,2,100%,100%,2,100%,100%,,,,54,-45,52,99.8%,1.4%,-5.1%
"San Jose, CA - Lynhaven",March 2014,"$1,126K",12.8%,31.7%,2,0%,100%,2,0%,100%,,,,14,-41,12,100.2%,0.4%,-4.7%
"San Jose, CA - Lynhaven",April 2014,"$1,126K",0%,31.7%,2,0%,100%,1,-50%,0%,,,,14,0,12,100.2%,0%,-4.7%
"San Jose, CA - Lynhaven",May 2014,"$1,190K",5.7%,,1,-50%,,,,,,,,18,5,,99.2%,-1%,
"San Jose, CA - Lynhaven",May 2015,"$1,350K",,13.4%,1,,0%,1,,,,,,21,,3,108%,,8.8%
"San Jose, CA - Lynhaven",June 2015,"$1,350K",0%,,1,0%,,,,,,,,21,0,,108%,0%,
"San Jose, CA - Lynhaven",July 2015,"$1,350K",0%,,1,0%,,,,,,,,21,0,,108%,0%,
"San Jose, CA - Lynhaven",March 2016,$918K,,,1,,,1,,,,,,59,,,99.2%,,
"San Jose, CA - Lynhaven",April 2016,$918K,0%,,1,0%,,,,,,,,59,0,,99.2%,0%,
"San Jose, CA - Lynhaven",May 2016,$918K,0%,-32%,1,0%,0%,,,,,,,59,0,38,99.2%,0%,-8.8%
"San Jose, CA - Lynhaven",August 2016,"$1,600K",,,1,,,1,,,,,,29,,,96.1%,,
"San Jose, CA - Lynhaven",September 2016,"$1,600K",0%,,1,0%,,,,,,,,29,0,,96.1%,0%,
"San Jose, CA - Lynhaven",October 2016,"$1,600K",0%,,1,0%,,,,,,,,29,0,,96.1%,0%,
"San Jose, CA - Mayfair",January 2012,$290K,0%,-12.1%,2,0%,-33.3%,2,0%,100%,,,,18,0,-28,88.6%,0%,-12.9%
"San Jose, CA - Mayfair",February 2012,$290K,0%,-12.1%,2,0%,100%,,,,,,,18,0,-28,88.6%,0%,-12.9%
"San Jose, CA - Mayfair",January 2013,$465K,,60.3%,1,,-50%,,,,1,,,123,,106,96.9%,,8.3%
"San Jose, CA - Mayfair",February 2013,$465K,0%,60.3%,1,0%,-50%,,,,,,,123,0,106,96.9%,0%,8.3%
"San Jose, CA - Mayfair",March 2013,$450K,-3.2%,,2,100%,,,,,,,,133,10,,99.6%,2.7%,
"San Jose, CA - Mayfair",April 2013,$435K,-3.3%,,1,-50%,,2,,,2,,,142,10,,102.4%,2.7%,
"San Jose, CA - Mayfair",May 2013,$488K,12.1%,,2,100%,,2,0%,,,,,75,-67,,105.2%,2.8%,
"San Jose, CA - Mayfair",June 2013,$540K,10.8%,,1,-50%,,2,0%,,,,,8,-67,,108%,2.8%,
"San Jose, CA - Mayfair",July 2013,$540K,0%,,1,0%,,,,,,,,8,0,,108%,0%,
"San Jose, CA - Mayfair",April 2014,$550K,,26.4%,1,,0%,2,,0%,,,,58,,-84,96.8%,,-5.5%
"San Jose, CA - Mayfair",May 2014,$550K,0%,12.8%,1,0%,-50%,2,0%,0%,1,,,58,0,-17,96.8%,0%,-8.3%
"San Jose, CA - Mayfair",June 2014,$545K,-0.9%,0.9%,2,100%,100%,1,-50%,-50%,1,0%,,49,-9,41,97.5%,0.7%,-10.5%
"San Jose, CA - Mayfair",July 2014,$540K,-0.9%,0%,1,-50%,0%,3,200%,,2,100%,,40,-9,32,98.2%,0.7%,-9.8%
"San Jose, CA - Mayfair",August 2014,$570K,5.5%,,2,100%,,2,-33.3%,,2,0%,,26,-15,,99%,0.8%,
"San Jose, CA - Mayfair",September 2014,$599K,5.2%,,1,-50%,,3,50%,,3,50%,,11,-15,,99.8%,0.8%,
"San Jose, CA - Mayfair",October 2014,$599K,0%,,1,0%,,1,-66.7%,,2,-33.3%,,11,0,,99.8%,0%,
"San Jose, CA - Mayfair",December 2014,$531K,,,1,,,1,,,2,,,13,,,106.5%,,
"San Jose, CA - Mayfair",January 2015,$531K,0%,,1,0%,,1,0%,,1,-50%,,13,0,,106.5%,0%,
"San Jose, CA - Mayfair",February 2015,$491K,-7.7%,,2,100%,,,,,1,0%,,78,65,,92.1%,-14.4%,
"San Jose, CA - Mayfair",March 2015,$450K,-8.3%,,1,-50%,,,,,,,,142,65,,77.7%,-14.4%,
"San Jose, CA - Mayfair",April 2015,$450K,0%,-18.2%,1,0%,0%,,,,,,,142,0,84,77.7%,0%,-19.1%
"San Jose, CA - Mayfair",May 2015,$600K,33.3%,9.1%,1,0%,0%,1,,-50%,1,,0%,243,101,185,100%,22.3%,3.2%
"San Jose, CA - Mayfair",June 2015,$600K,0%,10.1%,1,0%,-50%,1,0%,0%,1,0%,0%,243,0,194,100%,0%,2.5%
"San Jose, CA - Mayfair",July 2015,$600K,0%,11.1%,1,0%,0%,2,100%,-33.3%,2,100%,0%,243,0,203,100%,0%,1.8%
"San Jose, CA - Mayfair",September 2015,$507K,,-15.4%,1,,0%,2,,-33.3%,2,,-33.3%,33,,22,112.9%,,13.1%
"San Jose, CA - Mayfair",October 2015,$507K,0%,-15.4%,1,0%,0%,1,-50%,0%,2,0%,0%,33,0,22,112.9%,0%,13.1%
"San Jose, CA - Mayfair",November 2015,$529K,4.2%,,2,100%,,,,,1,-50%,,111,78,,105%,-7.9%,
"San Jose, CA - Mayfair",December 2015,$550K,4.1%,3.5%,1,-50%,0%,,,,,,,188,78,175,97.2%,-7.9%,-9.3%
"San Jose, CA - Mayfair",January 2016,$550K,0%,3.5%,2,100%,100%,,,,,,,166,-23,153,96.4%,-0.8%,-10.1%
"San Jose, CA - Mayfair",February 2016,$550K,0%,12.1%,1,-50%,-50%,,,,,,,143,-23,66,95.7%,-0.8%,3.5%
"San Jose, CA - Mayfair",March 2016,$550K,0%,22.2%,1,0%,0%,1,,,1,,,143,0,1,95.7%,0%,17.9%
"San Jose, CA - Mayfair",September 2016,$550K,,8.5%,1,,0%,,,,,,,,,,88%,,-24.9%
"San Jose, CA - Mayfair",October 2016,$550K,0%,8.5%,1,0%,0%,,,,,,,,,,88%,0%,-24.9%
"San Jose, CA - Mayfair",November 2016,$550K,0%,4.1%,1,0%,-50%,,,,,,,,,,88%,0%,-17%
"San Jose, CA - Morrill",January 2013,$875K,,,1,,,,,,,,,156,,,97.3%,,
"San Jose, CA - Morrill",February 2013,$875K,0%,,1,0%,,,,,,,,156,0,,97.3%,0%,
"San Jose, CA - Morrill",March 2013,$875K,0%,,1,0%,,,,,,,,156,0,,97.3%,0%,
"San Jose, CA - Morrill",July 2016,"$1,078K",,,1,,,1,,,,,,21,,,102.7%,,
"San Jose, CA - Morrill",August 2016,"$1,078K",0%,,1,0%,,1,0%,,,,,21,0,,102.7%,0%,
"San Jose, CA - Morrill",September 2016,"$1,078K",0%,,1,0%,,,,,,,,21,0,,102.7%,0%,
"San Jose, CA - Mount Pleasant South",February 2014,$730K,,,1,,,1,,,,,,17,,,97.3%,,
"San Jose, CA - Mount Pleasant South",March 2014,$730K,0%,,1,0%,,,,,,,,17,0,,97.3%,0%,
"San Jose, CA - Mount Pleasant South",April 2014,$730K,0%,,1,0%,,,,,,,,17,0,,97.3%,0%,
"San Jose, CA - Mount Pleasant South",May 2015,$900K,,,1,,,,,,,,,131,,,98.9%,,
"San Jose, CA - Mount Pleasant South",June 2015,$900K,0%,,1,0%,,,,,,,,131,0,,98.9%,0%,
"San Jose, CA - Mount Pleasant South",July 2015,$900K,0%,,1,0%,,,,,,,,131,0,,98.9%,0%,
"San Jose, CA - Noddin",March 2013,$860K,,,1,,,1,,,,,,15,,,114.7%,,
"San Jose, CA - Noddin",April 2013,$906K,5.3%,,2,100%,,2,100%,,,,,12,-4,,110.2%,-4.4%,
"San Jose, CA - Noddin",May 2013,$906K,0%,,2,0%,,1,-50%,,,,,12,0,,110.2%,0%,
"San Jose, CA - Noddin",June 2013,$951K,5%,,1,-50%,,1,0%,,,,,8,-4,,105.8%,-4.4%,
"San Jose, CA - Noddin",October 2013,$790K,,,1,,,1,,,,,,52,,,98.1%,,
"San Jose, CA - Noddin",November 2013,$796K,0.8%,,2,100%,,1,0%,,,,,32,-21,,96.3%,-1.9%,
"San Jose, CA - Noddin",December 2013,$796K,0%,,2,0%,,,,,,,,32,0,,96.3%,0%,
"San Jose, CA - Noddin",January 2014,$803K,0.8%,,1,-50%,,,,,,,,11,-21,,94.4%,-1.9%,
"San Jose, CA - Noddin",June 2014,"$1,280K",,34.6%,1,,0%,1,,0%,,,,10,,2,98.5%,,-7.3%
"San Jose, CA - Noddin",July 2014,"$1,280K",0%,,1,0%,,1,0%,,,,,10,0,,98.5%,0%,
"San Jose, CA - Noddin",August 2014,"$1,280K",0%,,1,0%,,,,,,,,10,0,,98.5%,0%,
"San Jose, CA - Noddin",December 2014,$975K,,22.4%,1,,-50%,1,,,,,,16,,-16,114.7%,,18.4%
"San Jose, CA - Noddin",January 2015,$975K,0%,21.5%,1,0%,0%,1,0%,,,,,16,0,5,114.7%,0%,20.3%
"San Jose, CA - Noddin",February 2015,$975K,0%,,1,0%,,,,,,,,16,0,,114.7%,0%,
"San Jose, CA - Noddin",April 2016,"$1,385K",,,1,,,1,,,1,,,,,,100%,,
"San Jose, CA - Noddin",May 2016,"$1,385K",0%,,1,0%,,2,100%,,2,100%,,,,,100%,0%,
"San Jose, CA - Noddin",June 2016,"$1,385K",0%,,1,0%,,2,0%,,2,0%,,,,,100%,0%,
"San Jose, CA - Noddin",August 2016,"$1,154K",,,1,,,2,,,,,,10,,,100.3%,,
"San Jose, CA - Noddin",September 2016,"$1,275K",10.4%,,2,100%,,1,-50%,,,,,8,-3,,100.2%,-0.2%,
"San Jose, CA - Noddin",October 2016,"$1,275K",0%,,2,0%,,1,0%,,,,,8,0,,100.2%,0%,
"San Jose, CA - Noddin",November 2016,"$1,395K",9.5%,,1,-50%,,,,,,,,5,-3,,100%,-0.2%,
"San Jose, CA - Oak Grove",January 2012,$533K,0%,8.4%,1,0%,-50%,2,100%,,1,,,13,0,-50,107.7%,0%,7.7%
"San Jose, CA - Oak Grove",October 2012,$480K,,,1,,,1,,,,,,6,,,88.9%,,
"San Jose, CA - Oak Grove",November 2012,$480K,0%,-10%,1,0%,0%,1,0%,0%,,,,6,0,-7,88.9%,0%,-18.9%
"San Jose, CA - Oak Grove",December 2012,$480K,0%,-10%,1,0%,0%,1,0%,0%,,,,6,0,-7,88.9%,0%,-18.9%
"San Jose, CA - Oak Grove",February 2013,$730K,,,1,,,1,,,,,,8,,,104.3%,,
"San Jose, CA - Oak Grove",March 2013,$730K,0%,,1,0%,,1,0%,,,,,8,0,,104.3%,0%,
"San Jose, CA - Oak Grove",April 2013,$730K,0%,,1,0%,,,,,,,,8,0,,104.3%,0%,
"San Jose, CA - Oak Grove",September 2014,$875K,,,1,,,,,,,,,77,,,104.4%,,
"San Jose, CA - Oak Grove",October 2014,$875K,0%,,1,0%,,,,,,,,77,0,,104.4%,0%,
"San Jose, CA - Oak Grove",November 2014,$875K,0%,,1,0%,,,,,,,,77,0,,104.4%,0%,
"San Jose, CA - Oak Grove",April 2015,$950K,,,1,,,1,,,,,,1,,,105.6%,,
"San Jose, CA - Oak Grove",May 2015,$950K,0%,,1,0%,,1,0%,,,,,1,0,,105.6%,0%,
"San Jose, CA - Oak Grove",June 2015,$950K,0%,,1,0%,,,,,,,,1,0,,105.6%,0%,
"San Jose, CA - Oster",March 2012,$725K,,57.6%,1,,0%,1,,0%,,,,14,,-1,100.7%,,-1.5%
"San Jose, CA - Oster",April 2012,$725K,0%,57.6%,1,0%,0%,1,0%,,,,,14,0,-1,100.7%,0%,-1.5%
"San Jose, CA - Oster",May 2012,$725K,0%,57.6%,1,0%,0%,1,0%,,,,,14,0,-1,100.7%,0%,-1.5%
"San Jose, CA - Oster",December 2012,$550K,,,1,,,,,,,,,37,,,100%,,
"San Jose, CA - Oster",January 2013,$550K,0%,,1,0%,,,,,,,,37,0,,100%,0%,
"San Jose, CA - Oster",February 2013,$550K,0%,,1,0%,,,,,,,,37,0,,100%,0%,
"San Jose, CA - Oster",March 2014,$700K,,,1,,,1,,,,,,15,,,98.6%,,
"San Jose, CA - Oster",April 2014,$700K,0%,,1,0%,,1,0%,,,,,15,0,,98.6%,0%,
"San Jose, CA - Oster",May 2014,$700K,0%,,1,0%,,,,,,,,15,0,,98.6%,0%,
"San Jose, CA - Oster",August 2014,$749K,,,1,,,1,,,,,,23,,,99.9%,,
"San Jose, CA - Oster",September 2014,$749K,0%,,1,0%,,1,0%,,,,,23,0,,99.9%,0%,
"San Jose, CA - Oster",October 2014,$749K,0%,,1,0%,,,,,,,,23,0,,99.9%,0%,
"San Jose, CA - Oster",January 2015,$825K,,,1,,,1,,,,,,51,,,103.1%,,
"San Jose, CA - Oster",February 2015,$825K,0%,,1,0%,,,,,,,,51,0,,103.1%,0%,
"San Jose, CA - Oster",March 2015,$825K,0%,17.9%,1,0%,0%,,,,,,,51,0,36,103.1%,0%,4.5%
"San Jose, CA - Rose-Sartorette",January 2012,$650K,0%,-5.8%,1,0%,0%,,,,1,0%,-75%,23,0,-151,102.8%,0%,8.2%
"San Jose, CA - Rose-Sartorette",February 2012,$643K,-1.1%,1.2%,2,100%,-50%,,,,,,,22,-1,-67,101.4%,-1.3%,3.5%
"San Jose, CA - Rose-Sartorette",March 2012,$636K,-1.1%,9.6%,1,-50%,-66.7%,,,,,,,21,-1,15,100.1%,-1.3%,1%
"San Jose, CA - Rose-Sartorette",April 2012,$636K,0%,9.6%,1,0%,-66.7%,,,,,,,21,0,15,100.1%,0%,1%
"San Jose, CA - Rose-Sartorette",November 2012,$819K,,,1,,,3,,,1,,,14,,,102.5%,,
"San Jose, CA - Rose-Sartorette",December 2012,$817K,-0.2%,25.7%,2,100%,100%,3,0%,50%,,,,14,-1,-10,97.3%,-5.2%,-5.5%
"San Jose, CA - Rose-Sartorette",January 2013,$815K,-0.2%,25.4%,3,50%,200%,3,0%,,1,,0%,14,1,-9,98.2%,0.9%,-4.6%
"San Jose, CA - Rose-Sartorette",February 2013,$835K,2.4%,29.8%,4,33.3%,100%,1,-66.7%,,,,,31,17,9,99.2%,1%,-2.2%
"San Jose, CA - Rose-Sartorette",March 2013,$854K,2.3%,34.4%,3,-25%,200%,1,0%,,,,,41,11,20,101.6%,2.4%,1.5%
"San Jose, CA - Rose-Sartorette",April 2013,$892K,4.4%,40.4%,2,-33.3%,100%,,,,,,,556,515,535,102.4%,0.8%,2.3%
"San Jose, CA - Rose-Sartorette",January 2014,$920K,,12.9%,1,,-66.7%,,,,,,,84,,70,99.5%,,1.3%
"San Jose, CA - Rose-Sartorette",February 2014,$920K,0%,10.2%,1,0%,-75%,2,,100%,,,,84,0,54,99.5%,0%,0.2%
"San Jose, CA - Rose-Sartorette",March 2014,$920K,0%,7.7%,1,0%,-66.7%,2,0%,100%,,,,84,0,43,99.5%,0%,-2.1%
"San Jose, CA - Rose-Sartorette",April 2014,$963K,4.6%,7.9%,2,100%,0%,2,0%,,,,,9,-76,-548,103.1%,3.6%,0.7%
